footprint_mb,stride_bytes,segments,refs,loads_per_ref,blocks,threads,bytes_read,event_ms,effective_gib_s,ns_per_load
1024,2097152,512,33554432,4,4096,256,536870912,13.074058,38.243674,0.097409
