strategy,page_locality,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,launch_count,grid_threads,event_ms,per_trace_us,page_block_size,num_kv_heads,head_dim,chunk_tokens,value_dim
capacity_class,trace,19480,6,6,8,8,135640,155840,20200,0.129620123203,1,39895040,9.89829444885,0.508125998401,1056,2,256,32,32
