strategy,page_locality,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,launch_count,grid_threads,event_ms,per_trace_us,page_block_size,num_kv_heads,head_dim,chunk_tokens,value_dim
single_max,hot-page,11932,6,20,130,132,532586,1575024,1042438,0.661855311411,1,403206144,41.0063285828,3.43666850342,1056,2,256,32,32
