footprint_mb,stride_bytes,segments,refs,loads_per_ref,blocks,threads,bytes_read,event_ms,effective_gib_s,ns_per_load
4096,16777216,256,33554432,4,4096,256,536870912,21.180864,23.606213,0.157810
