dtype,tasks,dim,num_transforms,mean_neighbors_target,max_neighbors,skew,filter_ratio,transform_active_ratio,early_exit_ratio,pareto_alpha,seed,total_edges,mean_count,p90_count,max_count,chunk_tokens,persistent_blocks,metadata_builder,variant,worklist_builder,order,ticket_batch_size,gpu_kernel_ms,cpu_preprocess_ms,h2d_metadata_ms,gpu_preprocess_ms,gpu_metadata_ms,end_to_end_ms,speedup_vs_static_node,end_to_end_speedup_vs_static_node,max_abs_diff
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,1,1145,35.78125,50.70000000000005,211,32,1024,gpu,persistent_chunked,gpu,identity,1,0.02252029925584793,0.0,0.0,0.2149339998140931,0.1350499951513484,0.23745429906994103,0.7040803693903779,0.9719348158230408,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,1,1145,35.78125,50.70000000000005,211,32,1024,gpu,persistent_chunked,gpu,identity,4,0.028536298871040346,0.0,0.0,0.2149339998140931,0.1350499951513484,0.24347029868513345,0.5556467112464468,0.9479189111744605,9.5367431640625e-07
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,1,1145,35.78125,50.70000000000005,211,32,1024,gpu,static_chunked,gpu,bucket,0,0.015680199861526488,0.0,0.0,0.20975399820599705,0.1350499951513484,0.22543419806752354,1.0112180175550167,1.0237581627424805,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,1,1145,35.78125,50.70000000000005,211,32,1024,gpu,persistent_chunked,gpu,bucket,1,0.022520199418067932,0.0,0.0,0.20975399820599705,0.1350499951513484,0.23227419762406498,0.7040834907579873,0.9936105809155151,9.5367431640625e-07
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,1,1145,35.78125,50.70000000000005,211,32,1024,gpu,persistent_chunked,gpu,bucket,4,0.02865630090236664,0.0,0.0,0.20975399820599705,0.1350499951513484,0.2384102991083637,0.5533198675175048,0.9680374601939167,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,256,gpu,static_chunked,gpu,identity,0,0.015568099915981293,0.0,0.0,0.2442709810566157,0.15062998863868415,0.259839080972597,1.0,1.0,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,256,gpu,persistent_chunked,gpu,identity,1,0.022264300286769866,0.0,0.0,0.2442709810566157,0.15062998863868415,0.26653528134338555,0.699240475355623,0.9748768705702355,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,256,gpu,persistent_chunked,gpu,identity,4,0.027608299255371095,0.0,0.0,0.2442709810566157,0.15062998863868415,0.2718792803119868,0.5638920301457024,0.9557149065365574,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,256,gpu,static_chunked,gpu,bucket,0,0.015520100295543671,0.0,0.0,0.22634599008597434,0.15062998863868415,0.24186609038151802,1.003092739062479,1.0743096750880974,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,256,gpu,persistent_chunked,gpu,bucket,1,0.02199230045080185,0.0,0.0,0.22634599008597434,0.15062998863868415,0.2483382905367762,0.7078886517946635,1.0463109833403548,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,256,gpu,persistent_chunked,gpu,bucket,4,0.028220298886299133,0.0,0.0,0.22634599008597434,0.15062998863868415,0.25456628897227346,0.551663183253511,1.0207128446645888,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,512,gpu,static_chunked,gpu,identity,0,0.015396200120449066,0.0,0.0,0.23080399842001498,0.1363019982818514,0.24620019854046404,1.0,1.0,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,512,gpu,persistent_chunked,gpu,identity,1,0.022300300002098084,0.0,0.0,0.23080399842001498,0.1363019982818514,0.25310429842211307,0.6904032734537446,0.9727223127987548,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,512,gpu,persistent_chunked,gpu,identity,4,0.027712300419807434,0.0,0.0,0.23080399842001498,0.1363019982818514,0.2585162988398224,0.555572792125355,0.9523585152865373,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,512,gpu,static_chunked,gpu,bucket,0,0.015612199902534485,0.0,0.0,0.2152740053134039,0.1363019982818514,0.2308862052159384,0.9861646799660595,1.0663270172862995,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,512,gpu,persistent_chunked,gpu,bucket,1,0.022176200151443483,0.0,0.0,0.2152740053134039,0.1363019982818514,0.23745020546484738,0.6942668272881233,1.0368498020816075,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,512,gpu,persistent_chunked,gpu,bucket,4,0.02836430072784424,0.0,0.0,0.2152740053134039,0.1363019982818514,0.24363830604124814,0.5428020337316181,1.0105151465746203,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,1024,gpu,static_chunked,gpu,identity,0,0.01573610007762909,0.0,0.0,0.21502500749193132,0.13425899669528008,0.23076110756956042,1.0,1.0,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,1024,gpu,persistent_chunked,gpu,identity,1,0.022536300122737885,0.0,0.0,0.21502500749193132,0.13425899669528008,0.2375613076146692,0.6982557026631108,0.9713749679466368,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,1024,gpu,persistent_chunked,gpu,identity,4,0.027864301204681398,0.0,0.0,0.21502500749193132,0.13425899669528008,0.2428893086966127,0.5647405245169154,0.9500669618101579,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,1024,gpu,static_chunked,gpu,bucket,0,0.01560010015964508,0.0,0.0,0.20769999537151307,0.13425899669528008,0.22330009553115815,1.0087178874874034,1.0334124892363121,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,1024,gpu,persistent_chunked,gpu,bucket,1,0.022536200284957886,0.0,0.0,0.20769999537151307,0.13425899669528008,0.23023619565647097,0.6982587960106291,1.0022798844099763,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,1024,gpu,persistent_chunked,gpu,bucket,4,0.028316301107406617,0.0,0.0,0.20769999537151307,0.13425899669528008,0.2360162964789197,0.5557258350213348,0.9777337879300693,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,256,gpu,static_chunked,gpu,identity,0,0.015632200241088866,0.0,0.0,0.21373201161623,0.13362801109906286,0.22936421185731887,1.0,1.0,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,256,gpu,persistent_chunked,gpu,identity,1,0.022212299704551696,0.0,0.0,0.21373201161623,0.13362801109906286,0.2359443113207817,0.7037632504970005,0.9721116418250205,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,256,gpu,persistent_chunked,gpu,identity,4,0.02655630111694336,0.0,0.0,0.21373201161623,0.13362801109906286,0.24028831273317336,0.5886437336378622,0.9545375272247008,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,256,gpu,static_chunked,gpu,bucket,0,0.015484200417995453,0.0,0.0,0.20670900994446129,0.13362801109906286,0.22219321036245673,1.0095581185400708,1.0322737201697763,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,256,gpu,persistent_chunked,gpu,bucket,1,0.022224199771881104,0.0,0.0,0.20670900994446129,0.13362801109906286,0.2289332097163424,0.7033864166784226,1.0018826545153081,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,256,gpu,persistent_chunked,gpu,bucket,4,0.027336299419403076,0.0,0.0,0.20670900994446129,0.13362801109906286,0.23404530936386436,0.5718477106668381,0.9799991825545715,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,512,gpu,static_chunked,gpu,identity,0,0.015544100105762482,0.0,0.0,0.22416200954467058,0.14462901162914932,0.23970610965043307,1.0,1.0,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,512,gpu,persistent_chunked,gpu,identity,1,0.023568299412727357,0.0,0.0,0.22416200954467058,0.14462901162914932,0.24773030895739795,0.6595342257646453,0.9676091337360548,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,512,gpu,persistent_chunked,gpu,identity,4,0.026620298624038696,0.0,0.0,0.22416200954467058,0.14462901162914932,0.2507823081687093,0.5839190733843169,0.9558334134526552,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,512,gpu,static_chunked,gpu,bucket,0,0.015432199835777283,0.0,0.0,0.21782901603728533,0.14462901162914932,0.23326121587306262,1.007251090005054,1.0276295129185886,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,512,gpu,persistent_chunked,gpu,bucket,1,0.022228200733661652,0.0,0.0,0.21782901603728533,0.14462901162914932,0.240057216770947,0.6992963709484147,0.9985374023525028,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,512,gpu,persistent_chunked,gpu,bucket,4,0.027444300055503846,0.0,0.0,0.21782901603728533,0.14462901162914932,0.24527331609278918,0.5663871942197766,0.9773020297069331,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,1024,gpu,static_chunked,gpu,identity,0,0.01549209952354431,0.0,0.0,0.21905200264882296,0.1356510038021952,0.23454410217236726,1.0,1.0,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,1024,gpu,persistent_chunked,gpu,identity,1,0.022372299432754518,0.0,0.0,0.21905200264882296,0.1356510038021952,0.24142430208157747,0.6924679141770674,0.9715016265972869,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,1024,gpu,persistent_chunked,gpu,identity,4,0.02666429877281189,0.0,0.0,0.21905200264882296,0.1356510038021952,0.24571630142163486,0.5810053230929421,0.9545321202352922,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,1024,gpu,static_chunked,gpu,bucket,0,0.015428200364112854,0.0,0.0,0.20841100194957107,0.1356510038021952,0.22383920231368393,1.0041417117955047,1.0478240618624155,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,1024,gpu,persistent_chunked,gpu,bucket,1,0.022248199582099913,0.0,0.0,0.20841100194957107,0.1356510038021952,0.230659201531671,0.6963304813216745,1.016842599882853,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,1024,gpu,persistent_chunked,gpu,bucket,4,0.02758829891681671,0.0,0.0,0.20841100194957107,0.1356510038021952,0.2359993008663878,0.5615460224733521,0.9938338855722103,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,256,gpu,static_chunked,gpu,identity,0,0.01586019992828369,0.0,0.0,0.21350001043174416,0.13320600555744022,0.22936021036002785,1.0,1.0,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,256,gpu,persistent_chunked,gpu,identity,1,0.022548200190067293,0.0,0.0,0.21350001043174416,0.13320600555744022,0.23604821062181144,0.7033909489268357,0.9716668038102654,1.52587890625e-05
