mode,strategy,classes,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,capacity_actual_ratio_p50,capacity_actual_ratio_p90,capacity_actual_ratio_p99,capacity_actual_ratio_max,overflow,event_ms,wall_ms,per_trace_event_us,per_trace_wall_us
gather_dot,single_max,1056,11932,48,160.0,1040.0,1056,4260688,12600192,8339504,0.6618553114111277,6.6,16.5,22.0,22.0,0,166.17137145996094,166.20091799995862,13.92653129902455,13.929007542738738
gather_dot,capacity_class,64 96 160 288 544 1056,11932,48,160.0,1040.0,1056,4260688,4358336,97648,0.022404881128944624,1.0153846153846153,1.2,1.3333333333333333,1.3333333333333333,0,165.43748474121094,165.55460366847305,13.865025539826595,13.874841071779505
gather_dot,round64_class,192 1088,11932,48,160.0,1040.0,1056,4260688,7589888,3329200,0.4386362486508365,2.0606060606060606,4.0,4.0,4.0,0,159.01954650878906,159.1441856677799,13.327149388936395,13.337595178325504
