footprint_mb,stride_bytes,segments,refs,loads_per_ref,blocks,threads,bytes_read,event_ms,effective_gib_s,ns_per_load
4096,65536,65536,33554432,4,4096,256,536870912,21.082235,23.716650,0.157075
