strategy,page_locality,row_order,effective_row_order,restore_mode,physical_superblock,scheduler_reuse_metadata_buffers,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,launch_count,grid_threads,event_ms,per_trace_us,page_block_size,num_kv_heads,head_dim,chunk_tokens,value_dim,first_page_unique,first_page_unique_ratio,adjacent_first_page_hit_ratio,first_page_unique_w128_p50,first_page_unique_w128_ratio_p50,adjacent_lcp_mean,scheduler_metrics_ms,scheduler_row_order_key_ms,scheduler_group_build_ms,scheduler_group_h2d_ms,scheduler_setup_ms,restore_event_ms,online_e2e_ms
capacity_class,trace,original,original,row-indices,4,1,512,66,66,66,66,33792,34816,1024,0.0294117647059,1,8912896,3.96044397354,7.73524213582,1056,2,256,32,32,512,1,0,128,1,0,0.0586720108986,0.0147089958191,0.0235249996185,0.0818359851837,0.179012000561,0,4.1394559741
