mode,launch_mode,strategy,classes,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,capacity_actual_ratio_p50,capacity_actual_ratio_p90,capacity_actual_ratio_p99,capacity_actual_ratio_max,overflow,event_ms,wall_ms,per_trace_event_us,per_trace_wall_us
self_cull_iters_0,fused,single_max,1056,11932,48,160.0,1040.0,1056,4260688,12600192,8339504,0.6618553114111277,6.6,16.5,22.0,22.0,0,8.791424751281738,8.850288001121953,0.7367938946766458,0.7417271204426712
gather_dot,fused,single_max,1056,11932,48,160.0,1040.0,1056,4260688,12600192,8339504,0.6618553114111277,6.6,16.5,22.0,22.0,0,96.2879409790039,93.16699579940178,8.069723514834386,7.808162571186873
self_cull_iters_0,fused,capacity_class,64 96 160 288 544 1056,11932,48,160.0,1040.0,1056,4260688,4358336,97648,0.022404881128944624,1.0153846153846153,1.2,1.3333333333333333,1.3333333333333333,0,3.1529970169067383,3.401921200565994,0.2642471519365352,0.28510905133808195
gather_dot,fused,capacity_class,64 96 160 288 544 1056,11932,48,160.0,1040.0,1056,4260688,4358336,97648,0.022404881128944624,1.0153846153846153,1.2,1.3333333333333333,1.3333333333333333,0,95.274169921875,95.42256360291503,7.984761139949296,7.997197754183292
self_cull_iters_0,fused,round64_class,192 1088,11932,48,160.0,1040.0,1056,4260688,7589888,3329200,0.4386362486508365,2.0606060606060606,4.0,4.0,4.0,0,5.414144039154053,5.519087001448497,0.45374991947318577,0.46254500514989083
gather_dot,fused,round64_class,192 1088,11932,48,160.0,1040.0,1056,4260688,7589888,3329200,0.4386362486508365,2.0606060606060606,4.0,4.0,4.0,0,96.13774108886719,95.58856940129772,8.057135525382767,8.011110409093003
self_cull_iters_0,fused,exact_work_sim,48 64 80 96 144 160 272 288 528 544 1040 1056,11932,48,160.0,1040.0,1056,4260688,4260688,0,0.0,1.0,1.0,1.0,1.0,0,3.15323805809021,3.2688028004486114,0.2642673531755121,0.2739526316165447
gather_dot,fused,exact_work_sim,48 64 80 96 144 160 272 288 528 544 1040 1056,11932,48,160.0,1040.0,1056,4260688,4260688,0,0.0,1.0,1.0,1.0,1.0,0,95.46561431884766,95.63129940070212,8.00080575920614,8.014691535425923
