footprint_mb,stride_bytes,segments,refs,loads_per_ref,blocks,threads,bytes_read,event_ms,effective_gib_s,ns_per_load
4096,2097152,2048,8388608,4,64,256,134217728,4.272740,29.255233,0.127338
