mode,launch_mode,strategy,classes,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,capacity_actual_ratio_p50,capacity_actual_ratio_p90,capacity_actual_ratio_p99,capacity_actual_ratio_max,overflow,launch_count,metadata_setup_ms,event_ms,wall_ms,per_trace_event_us,per_trace_wall_us
paged_kv_full,fused,single_max,132,11932,6,20.0,130.0,132,532586,1575024,1042438,0.6618553114111277,6.6,16.5,22.0,22.0,0,2,58.06787000619806,57.57178497314453,57.69596600051349,4.824990359800916,4.835397753982022
paged_kv_full_producer,fused,single_max,132,11932,6,20.0,130.0,132,532586,1575024,1042438,0.6618553114111277,6.6,16.5,22.0,22.0,0,1,58.06787000619806,61.347129821777344,60.414352997516595,5.1413953923715505,5.063221002138501
paged_kv_full_reduce,fused,single_max,132,11932,6,20.0,130.0,132,532586,1575024,1042438,0.6618553114111277,6.6,16.5,22.0,22.0,0,1,58.06787000619806,0.3504430055618286,0.397540667715172,0.02937001387544658,0.03331718636566979
paged_kv_full_reduce_ml,fused,single_max,132,11932,6,20.0,130.0,132,532586,1575024,1042438,0.6618553114111277,6.6,16.5,22.0,22.0,0,1,58.06787000619806,0.18948200345039368,0.22212000718961158,0.01588015449634543,0.018615488366544718
paged_kv_full,fused,capacity_class,8 12 20 36 68 132,11932,6,20.0,130.0,132,532586,544792,12206,0.022404881128944624,1.0153846153846153,1.2,1.3333333333333333,1.3333333333333333,0,7,58.06787000619806,58.49610137939453,58.611295001658924,4.9024556972338695,4.912109872750497
paged_kv_full_producer,fused,capacity_class,8 12 20 36 68 132,11932,6,20.0,130.0,132,532586,544792,12206,0.022404881128944624,1.0153846153846153,1.2,1.3333333333333333,1.3333333333333333,0,6,58.06787000619806,57.85459899902344,57.94012166249255,4.848692507460898,4.855860011942051
paged_kv_full_reduce,fused,capacity_class,8 12 20 36 68 132,11932,6,20.0,130.0,132,532586,544792,12206,0.022404881128944624,1.0153846153846153,1.2,1.3333333333333333,1.3333333333333333,0,1,58.06787000619806,0.4830450117588043,0.5442659991482893,0.040483155527891744,0.045613979144174435
paged_kv_full_reduce_ml,fused,capacity_class,8 12 20 36 68 132,11932,6,20.0,130.0,132,532586,544792,12206,0.022404881128944624,1.0153846153846153,1.2,1.3333333333333333,1.3333333333333333,0,1,58.06787000619806,0.15188099443912506,0.17979566473513842,0.012728879855776488,0.015068359431372646
paged_kv_full,fused,round64_class,64 192,11932,6,20.0,130.0,132,532586,1262592,730006,0.5781804415044607,3.2,8.0,10.666666666666666,10.666666666666666,0,3,58.06787000619806,62.78389358520508,62.6050086672573,5.26180804435175,5.246816013011842
paged_kv_full_producer,fused,round64_class,64 192,11932,6,20.0,130.0,132,532586,1262592,730006,0.5781804415044607,3.2,8.0,10.666666666666666,10.666666666666666,0,2,58.06787000619806,62.22916793823242,62.04883999695691,5.2153174604619865,5.200204491866988
paged_kv_full_reduce,fused,round64_class,64 192,11932,6,20.0,130.0,132,532586,1262592,730006,0.5781804415044607,3.2,8.0,10.666666666666666,10.666666666666666,0,1,58.06787000619806,0.4950850009918213,0.5273399971580753,0.04149220591617678,0.04419544059320108
paged_kv_full_reduce_ml,fused,round64_class,64 192,11932,6,20.0,130.0,132,532586,1262592,730006,0.5781804415044607,3.2,8.0,10.666666666666666,10.666666666666666,0,1,58.06787000619806,0.1976819932460785,0.22808832970137397,0.016567381264337787,0.019115683012183537
