strategy,page_locality,row_order,effective_row_order,restore_mode,scheduler_reuse_metadata_buffers,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,launch_count,grid_threads,event_ms,per_trace_us,page_block_size,num_kv_heads,head_dim,chunk_tokens,value_dim,first_page_unique,first_page_unique_ratio,adjacent_first_page_hit_ratio,first_page_unique_w128_p50,scheduler_metrics_ms,scheduler_row_order_key_ms,scheduler_group_build_ms,scheduler_group_h2d_ms,scheduler_setup_ms,restore_event_ms,online_e2e_ms
capacity_class,trace,auto-first-page,first-page,row-indices,1,114820,6,20,130,132,5075340,5190640,115300,0.0222130604319,6,1328803840,337.558380127,2.9398918318,1056,2,256,32,32,7660,0.0667131161818,0,128,5.76867902279,4.16781902313,13.8115730286,9.92834204435,33.6767429709,0,371.235123098
