footprint_mb,stride_bytes,segments,refs,loads_per_ref,blocks,threads,bytes_read,event_ms,effective_gib_s,ns_per_load
4096,4096,1048576,8388608,4,64,256,134217728,6.707811,18.634992,0.199908
