mode,launch_mode,strategy,row_order,classes,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,capacity_actual_ratio_p50,capacity_actual_ratio_p90,capacity_actual_ratio_p99,capacity_actual_ratio_max,overflow,launch_count,metadata_setup_ms,row_order_setup_ms,group_setup_ms,event_ms,wall_ms,per_trace_event_us,per_trace_wall_us
paged_kv_full,fused,capacity_class,first-2-pages,8 12 20 36 68 132,114820,6,20.0,130.0,132,5075340,5190640,115300,0.02221306043185426,1.0153846153846153,1.2,1.333333333333333,1.3333333333333333,0,7,1017.3538920062128,143.0523409799207,77.1703860082198,341.23333740234375,342.6192819994564,2.9718980787523406,2.983968663991085
