dtype,tasks,tile_tokens,dim,num_transforms,lds_fits,policy,best_variant,global_ms,lds_ms,chunk2_ms,chunk4_ms,chunk8_ms,auto_ms,auto_speedup_vs_global,best_speedup_vs_global,auto_vs_best,max_abs_diff_auto
fp16,32,64,32,8,1,graph_global,global,0.00979200005531311,0.018973949551582336,0.01054994985461235,0.0132859006524086,0.01881989985704422,0.009479950368404388,1.032916805972819,1.0,1.032916805972819,0.0
fp16,32,64,32,16,1,graph_global,chunk2,0.011473949998617172,0.030705851316452027,0.011427950114011765,0.013585950434207916,0.019181950390338896,0.011461950093507766,1.0010469339869315,1.0040252087335424,0.9970336653694506,0.0
fp16,32,64,32,32,1,graph_global,chunk2,0.016093899309635163,0.054909747838973996,0.015671950578689576,0.01579595059156418,0.020149900019168852,0.01597989946603775,1.0071339524907337,1.0269238170977482,0.9807289846846245,0.0
fp16,32,64,64,8,1,graph_global,global,0.01201995015144348,0.027025848627090454,0.013693949580192566,0.018087899684906004,0.027251848578453065,0.012095949798822402,0.9937169342926406,1.0,0.9937169342926406,0.0
fp16,32,64,64,16,1,graph_global,global,0.015961949527263642,0.046619749069213866,0.016029900312423705,0.019001899659633635,0.02820585072040558,0.01600394994020462,0.9973756220746814,1.0,0.9973756220746814,0.0
fp16,32,64,64,32,1,graph_global,chunk2,0.023843899369239807,0.08746160268783569,0.023101900517940522,0.023407900333404542,0.030459851026535034,0.02371789962053299,1.0053124328343872,1.0321185198907363,0.974028092181519,0.0
fp16,32,64,128,8,1,graph_global,global,0.01850990056991577,0.04548380076885224,0.020865899324417115,0.029031899571418763,0.044823798537254336,0.018355950713157654,1.0083869181805856,1.0,1.0083869181805856,0.0
fp16,32,64,128,16,1,graph_global,chunk2,0.025423899292945862,0.07873964905738831,0.025369900465011596,0.030313900113105773,0.04651179909706116,0.025315898656845092,1.0042661189936297,1.002128460378027,1.0021331183576967,0.0
fp16,32,64,128,32,1,graph_global,chunk2,0.04022380113601685,0.15531729459762572,0.03933784961700439,0.03994779884815216,0.05159779787063599,0.04043579995632172,0.9947571503337669,1.0225216052132522,0.9728470726311013,0.0
fp16,32,128,32,8,1,graph_global,global,0.012455949932336808,0.028373849391937257,0.014103950560092926,0.01887190043926239,0.028259900212287904,0.012413950264453888,1.0033832637466884,1.0,1.0033832637466884,0.0
fp16,32,128,32,16,1,graph_global,chunk2,0.01646595001220703,0.04807575047016144,0.016219949722290038,0.01945994943380356,0.028721851110458375,0.016331949830055238,1.008204787765463,1.0151665260453262,0.9931422696658614,0.0
fp16,32,128,32,32,1,graph_global,chunk2,0.02418784946203232,0.0861295998096466,0.02295590043067932,0.023385900259017944,0.030117899179458618,0.023855899274349213,1.0139148050495013,1.053665898886134,0.9622735310323176,0.0
fp16,32,128,64,8,1,graph_global,global,0.017559899389743804,0.044787800312042235,0.020471900701522827,0.028529900312423705,0.04436379969120026,0.017569899559020996,0.999430835148283,1.0,0.999430835148283,0.0
fp16,32,128,64,16,1,graph_global,global,0.02468390017747879,0.07785965204238891,0.025083848834037782,0.030211851000785828,0.047047799825668334,0.024987900257110597,0.9878341086484328,1.0,0.9878341086484328,0.0
fp16,32,128,64,32,1,graph_global,chunk2,0.040495800971984866,0.15540729761123656,0.03918584883213043,0.03948385119438171,0.050267750024795534,0.04038384854793549,1.0027722079017924,1.0334292143438357,0.9703346818373926,0.0
fp16,32,128,128,8,1,graph_global,global,0.029801848530769347,0.0799296498298645,0.03478780090808868,0.04980979859828949,0.07907565236091614,0.029823848605155946,0.9992623328170062,1.0,0.9992623328170062,0.0
fp16,32,128,128,16,1,graph_global,global,0.04280180037021637,0.14530935287475585,0.05954570174217224,0.051851749420166016,0.08204960227012634,0.04257780015468597,1.0052609626311506,1.0,1.0052609626311506,0.0
fp16,32,128,128,32,1,graph_global,global,0.07163969874382019,0.28448264598846434,0.11050950288772583,0.09792954921722412,0.09464355111122132,0.07126169800758361,1.0053044026006277,1.0,1.0053044026006277,0.0
fp16,32,256,32,8,1,graph_global,global,0.018496899306774138,0.04528380036354065,0.020577900111675262,0.028839850425720216,0.04478980004787445,0.017733900249004363,1.043024887196634,1.0,1.043024887196634,0.0
fp16,32,256,32,16,1,graph_global,global,0.024487900733947753,0.07818365097045898,0.024723899364471436,0.029769900441169738,0.04582974910736084,0.024383899569511414,1.0042651571845538,1.0,1.0042651571845538,0.0
fp16,32,256,32,32,1,graph_global,chunk2,0.03973985016345978,0.15307730436325073,0.03779585063457489,0.038309800624847415,0.049175798892974854,0.039657801389694214,1.0020689188732204,1.0514342049787486,0.9530495718402789,0.0
fp16,32,256,64,8,1,graph_global,global,0.02829985022544861,0.07826964855194092,0.033145850896835326,0.04793375134468079,0.07706965208053589,0.028205901384353638,1.0033308221501152,1.0,1.0033308221501152,0.0
fp16,32,256,64,16,1,graph_global,global,0.04176180064678192,0.14376729726791382,0.059005701541900636,0.05141574740409851,0.08167160153388978,0.041741800308227536,1.0004791441290672,1.0,1.0004791441290672,0.0
fp16,32,256,64,32,1,graph_global,global,0.07109565138816834,0.2791426420211792,0.1080894947052002,0.09814155101776123,0.09579755067825317,0.07091364860534669,1.0025665409466455,1.0,1.0025665409466455,0.0
fp16,32,256,128,8,0,graph_global,global,0.05324375033378601,,,,,0.05286175012588501,1.0072264010743366,1.0,1.0072264010743366,0.0
fp16,32,256,128,16,0,graph_global,global,0.0798695981502533,,,,,0.07941359877586365,1.0057420817267915,1.0,1.0057420817267915,0.0
fp16,32,256,128,32,0,graph_global,global,0.14228135347366333,,,,,0.1449633002281189,0.9814991328823559,1.0,0.9814991328823559,0.0
fp16,128,64,32,8,1,graph_lds_chunked(chunk=4),chunk4,0.017177949845790862,0.0215038999915123,0.016781949996948244,0.01661590039730072,0.021779899299144746,0.016661949455738068,1.0309687885816443,1.0338260000993655,0.9972362742691259,0.0
fp16,128,64,32,16,1,graph_lds_chunked(chunk=4),chunk4,0.026233848929405213,0.035005849599838254,0.024007900059223174,0.02351990044116974,0.024657900631427764,0.024267899990081786,1.0810102621210282,1.1153894547735805,0.9691774092847856,0.0
fp16,128,64,32,32,1,graph_lds_chunked(chunk=8),chunk4,0.04321979880332947,0.06025974750518799,0.03889380097389221,0.03639385104179382,0.0382858008146286,0.03786585032939911,1.1413925325155987,1.187557721047352,0.9611259413217924,0.0
fp16,128,64,64,8,1,graph_lds_chunked(chunk=4),chunk2,0.024873849749565125,0.031103849411010742,0.02366790026426315,0.023821899294853212,0.030781850218772888,0.024125850200653075,1.0310040700199574,1.0509529561911697,0.9810182881605753,0.0
fp16,128,64,64,16,1,graph_lds_chunked(chunk=4),chunk4,0.040251851081848145,0.05154979825019836,0.03672184944152832,0.0355138510465622,0.03791584968566895,0.035621801018714906,1.1299779890607078,1.1334127360356936,0.9969695532211863,0.0
fp16,128,64,64,32,1,graph_lds_chunked(chunk=8),chunk4,0.07158370018005371,0.10093555450439454,0.06573370099067688,0.059801751375198366,0.06196575164794922,0.06138575077056885,1.1661289351595618,1.197016785193045,0.9741959758496604,0.0
fp16,128,64,128,8,1,graph_lds_chunked(chunk=4),chunk4,0.04275380074977875,0.0529057502746582,0.041023799777030946,0.040905851125717166,0.05146175026893616,0.04154784977436066,1.0290255929480685,1.0451756795961102,0.9845479693382431,0.0
fp16,128,64,128,16,1,graph_lds_chunked(chunk=4),chunk4,0.07145770192146302,0.09472159743309021,0.06734369993209839,0.06276775002479554,0.06812170147895813,0.06213974952697754,1.1499515602398775,1.138446127083329,1.0101062605272548,0.0
