strategy,page_locality,row_order,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,launch_count,grid_threads,event_ms,per_trace_us,page_block_size,num_kv_heads,head_dim,chunk_tokens,value_dim
capacity_class,trace,first-page,16,66,66,66,66,1056,1088,32,0.0294117647059,1,278528,0.553839027882,34.6149392426,1056,2,256,32,32
