strategy,page_locality,row_order,effective_row_order,restore_mode,scheduler_reuse_metadata_buffers,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,launch_count,grid_threads,event_ms,per_trace_us,page_block_size,num_kv_heads,head_dim,chunk_tokens,value_dim,first_page_unique,first_page_unique_ratio,adjacent_first_page_hit_ratio,first_page_unique_w128_p50,scheduler_metrics_ms,scheduler_row_order_key_ms,scheduler_group_build_ms,scheduler_group_h2d_ms,scheduler_setup_ms,restore_event_ms,online_e2e_ms
capacity_class,trace,first-page,first-page,row-indices,1,32768,10,66,68,68,1401996,1440416,38420,0.0266728500655,2,368746496,93.6320571899,2.8574236203,1056,2,256,32,32,2560,0.078125,0,128,1.73475897312,0.535811007023,3.87009096146,9.94611698389,16.0870790482,0,109.719136238
