dtype,tasks,num_transforms,policy,best_variant,global_ms,lds_ms,chunk2_ms,chunk4_ms,chunk8_ms,auto_ms,auto_speedup_vs_global,best_speedup_vs_global,auto_vs_best,max_abs_diff_auto
fp16,32,8,graph_global,global,0.017095199823379516,0.04334641933441162,0.019808000326156615,0.027799999713897704,0.043673620223999024,0.017053619623184205,1.0024382038015427,1.0,1.0024382038015427,0.0
fp16,32,16,graph_global,global,0.024103999137878418,0.07788402080535889,0.02451280117034912,0.029548819065093993,0.045748019218444826,0.02425839900970459,0.9936351994307454,1.0,0.9936351994307454,0.0
fp16,32,32,graph_lds_chunked(chunk=2),chunk2,0.03912081956863403,0.15239686012268067,0.03769282102584839,0.037948820590972904,0.05023762226104736,0.04029362201690674,0.970893595820683,1.0378851596649232,0.9354537800059998,0.0
fp16,128,8,graph_lds_chunked(chunk=4),chunk2,0.04274481773376465,0.05297043800354004,0.04086400032043457,0.041261601448059085,0.05412082195281982,0.04101441860198975,1.0421900197724845,1.046026267584712,0.9963325511690204,0.0
fp16,128,16,graph_lds_chunked(chunk=4),chunk4,0.07393124103546142,0.09943284034729004,0.07142004013061523,0.06614721775054931,0.07226801872253417,0.06715521812438965,1.1009009143343222,1.1176772591443949,0.984989991813097,0.0
fp16,128,32,graph_lds_chunked(chunk=8),chunk8,0.1442280578613281,0.18918487548828125,0.12552085876464844,0.12421846389770508,0.12159605979919434,0.1195560359954834,1.2063636658777879,1.1861244361002208,1.017063327557866,0.0
fp16,256,8,graph_lds_chunked(chunk=4),chunk4,0.07590402126312255,0.06925362110137939,0.06997201919555664,0.0647664213180542,0.07102704048156738,0.0650288200378418,1.167236637831537,1.1719656531642215,0.9959648857285908,0.0
fp16,256,16,graph_lds_chunked(chunk=8),chunk8,0.13796245574951171,0.13261285781860352,0.12687846183776855,0.11867283821105958,0.11769844055175781,0.11640645980834961,1.185178691772361,1.1721689353126377,1.0110988749725343,0.0
fp16,256,32,graph_lds_chunked(chunk=8),chunk8,0.2681689071655273,0.2419120979309082,0.2339632797241211,0.21316888809204101,0.2082984733581543,0.20682407379150392,1.2966039312999131,1.2874261766884394,1.0071287618487619,0.0
bf16,32,8,graph_global,global,0.01445680022239685,0.03066240072250366,0.016245620250701906,0.02045759916305542,0.029886419773101806,0.014017599821090698,1.0313320687501248,1.0,1.0313320687501248,0.0
bf16,32,16,graph_lds_chunked(chunk=2),chunk2,0.01951681971549988,0.050453619956970217,0.018652820587158205,0.02148319959640503,0.03101922035217285,0.01863600015640259,1.0472644103726665,1.046320025666065,1.0009025773027715,0.0
bf16,32,32,graph_lds_chunked(chunk=4),chunk4,0.03024240016937256,0.09557683944702149,0.02837762117385864,0.026073620319366456,0.033511199951171876,0.026706399917602538,1.1324027297831107,1.1598849641493667,0.9763060689501991,0.0
bf16,128,8,graph_lds_chunked(chunk=4),chunk4,0.031367220878601075,0.03377121925354004,0.0288552188873291,0.02624880075454712,0.0339208197593689,0.02667922019958496,1.175717305226524,1.1949963418106744,0.9838668656048449,0.0
bf16,128,16,graph_lds_chunked(chunk=4),chunk8,0.05426082134246826,0.05775681972503662,0.048965620994567874,0.04263442039489746,0.04178321838378906,0.04300082206726074,1.2618554421493369,1.298627138868753,0.9716841766055743,0.0
bf16,128,32,graph_lds_chunked(chunk=8),chunk8,0.10002803802490234,0.10879684448242187,0.08527443885803222,0.07695603847503663,0.07056402206420899,0.07000961780548096,1.4287756619787073,1.417550121135143,1.0079189727941156,0.0
bf16,256,8,graph_lds_chunked(chunk=8),chunk8,0.055729641914367675,0.041109619140625,0.048374419212341306,0.04159761905670166,0.0410280179977417,0.04134322166442871,1.3479753069731595,1.3583313217186166,0.9923759287738766,0.0
bf16,256,16,graph_lds_chunked(chunk=8),chunk8,0.09912644386291504,0.07505204200744629,0.08651763916015626,0.07497444152832031,0.07022242069244385,0.07035682201385499,1.4089101955656071,1.4116067615649905,0.998089718700133,0.0
bf16,256,32,graph_lds_chunked(chunk=8),chunk8,0.19233688354492187,0.1364568614959717,0.16718006134033203,0.13987524032592774,0.1322408390045166,0.13254405975341796,1.4511165864599376,1.4544439145486117,0.9977123022377203,0.0
