footprint_mb,stride_bytes,segments,refs,loads_per_ref,blocks,threads,bytes_read,event_ms,effective_gib_s,ns_per_load
4096,2097152,2048,33554432,4,4096,256,536870912,17.066692,29.296831,0.127157
