dtype,tasks,dim,num_transforms,mean_neighbors_target,max_neighbors,skew,filter_ratio,transform_active_ratio,early_exit_ratio,pareto_alpha,seed,total_edges,mean_count,p90_count,max_count,chunk_tokens,capacity_scale,actual_work_size,work_capacity,capacity_actual_ratio,overflowed,persistent_blocks,metadata_builder,variant,worklist_builder,order,ticket_batch_size,gpu_kernel_ms,cpu_preprocess_ms,h2d_metadata_ms,gpu_preprocess_ms,gpu_metadata_ms,metadata_build_event_ms,worklist_build_ms,worklist_build_event_ms,level2_compute_ms,end_to_end_ms,speedup_vs_static_node,end_to_end_speedup_vs_static_node,max_abs_diff
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,8x,137,1096,8.0,0,48,gpu,static_chunked_fixed,fixed,bucket,0,0.015768100321292878,0.0,0.0,0.2236099971923977,0.15998800517991185,0.11313100159168243,0.06362199201248586,0.036639999598264694,0.015768100321292878,0.2393780975136906,0.9934044258851028,1.185948498443238,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,max,137,2048,14.94890510948905,0,48,gpu,static_chunked_fixed,fixed,bucket,0,0.015812100470066072,0.0,0.0,0.22535401512868702,0.15998800517991185,0.11313100159168243,0.06536600994877517,0.03807999938726425,0.015812100470066072,0.2411661155987531,0.9906400908991443,1.177155814786562,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,exact,137,137,1.0,0,48,gpu,persistent_chunked,gpu,bucket,1,0.025228199362754822,0.0,0.0,0.27024999144487083,0.15998800517991185,0.11313100159168243,0.11026198626495898,0.07232099771499634,0.025228199362754822,0.29547819080762566,0.6208964984674276,0.9607818923305584,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,exact,132,132,1.0,0,48,gpu,static_chunked,gpu,identity,0,0.015580099821090699,0.0,0.0,0.2676940057426691,0.1602080010343343,0.11241000145673752,0.1074860047083348,0.07348000258207321,0.015580099821090699,0.2832741055637598,1.0,1.0,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,1x,132,132,1.0,0,48,gpu,static_chunked_fixed,fixed,identity,0,0.015620100498199462,0.0,0.0,0.22363002062775195,0.1602080010343343,0.11241000145673752,0.06342201959341764,0.034561000764369965,0.015620100498199462,0.2392501211259514,0.9974391536652806,1.1840082012524138,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,1.25x,132,165,1.25,0,48,gpu,static_chunked_fixed,fixed,identity,0,0.015460099279880523,0.0,0.0,0.22592500317841768,0.1602080010343343,0.11241000145673752,0.06571700214408338,0.0368800014257431,0.015460099279880523,0.2413851024582982,1.0077619515268148,1.1735359915705585,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2x,132,264,2.0,0,48,gpu,static_chunked_fixed,fixed,identity,0,0.015608100593090058,0.0,0.0,0.2237610169686377,0.1602080010343343,0.11241000145673752,0.0635530159343034,0.03516099974513054,0.015608100593090058,0.23936911756172777,0.9982060102808566,1.1834196008627136,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,4x,132,528,4.0,0,48,gpu,static_chunked_fixed,fixed,identity,0,0.015644100308418275,0.0,0.0,0.22444099886342883,0.1602080010343343,0.11241000145673752,0.06423299782909453,0.036159999668598175,0.015644100308418275,0.24008509917184712,0.9959089697671437,1.1798904077799475,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,8x,132,1056,8.0,0,48,gpu,static_chunked_fixed,fixed,identity,0,0.01565210074186325,0.0,0.0,0.22674599313177168,0.1602080010343343,0.11241000145673752,0.06653799209743738,0.03460099920630455,0.01565210074186325,0.24239809387363492,0.9953999196682924,1.1686317373082729,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,max,132,2048,15.515151515151516,0,48,gpu,static_chunked_fixed,fixed,identity,0,0.015612100064754487,0.0,0.0,0.22327000624500215,0.1602080010343343,0.11241000145673752,0.06306200521066785,0.0350399985909462,0.015612100064754487,0.23888210630975665,0.997950292175232,1.185832249806272,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,exact,132,132,1.0,0,48,gpu,persistent_chunked,gpu,identity,1,0.02462020069360733,0.0,0.0,0.2676940057426691,0.1602080010343343,0.11241000145673752,0.1074860047083348,0.07348000258207321,0.02462020069360733,0.2923142064362764,0.6328177424295365,0.9690740283110827,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,exact,132,132,1.0,0,48,gpu,static_chunked,gpu,bucket,0,0.015344099700450897,0.0,0.0,0.25720501434989274,0.1602080010343343,0.11241000145673752,0.09699701331555843,0.06960099935531616,0.015344099700450897,0.27254911405034365,1.015380512721308,1.0393506746510102,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,1x,132,132,1.0,0,48,gpu,static_chunked_fixed,fixed,bucket,0,0.0154680997133255,0.0,0.0,0.22410100791603327,0.1602080010343343,0.11241000145673752,0.06389300688169897,0.03519999980926514,0.0154680997133255,0.23956910762935876,1.0072407153975553,1.1824316931631176,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,1.25x,132,165,1.25,0,48,gpu,static_chunked_fixed,fixed,bucket,0,0.01560010015964508,0.0,0.0,0.22341901785694063,0.1602080010343343,0.11241000145673752,0.06321101682260633,0.03587999939918518,0.01560010015964508,0.2390191180165857,0.9987179352472287,1.185152501249307,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2x,132,264,2.0,0,48,gpu,static_chunked_fixed,fixed,bucket,0,0.015488100051879884,0.0,0.0,0.22264799918048084,0.1602080010343343,0.11241000145673752,0.062439998146146536,0.0350399985909462,0.015488100051879884,0.23813609923236073,1.0059400293711074,1.1895470971301827,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,4x,132,528,4.0,0,48,gpu,static_chunked_fixed,fixed,bucket,0,0.015564100444316864,0.0,0.0,0.24177500745281577,0.1602080010343343,0.11241000145673752,0.08156700641848147,0.035760000348091125,0.015564100444316864,0.25733910789713266,1.0010279666872541,1.1007814081526788,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,8x,132,1056,8.0,0,48,gpu,static_chunked_fixed,fixed,bucket,0,0.015516099333763123,0.0,0.0,0.2228190132882446,0.1602080010343343,0.11241000145673752,0.0626110122539103,0.0350399985909462,0.015516099333763123,0.23833511262200774,1.00412477942754,1.1885538074829283,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,max,132,2048,15.515151515151516,0,48,gpu,static_chunked_fixed,fixed,bucket,0,0.015560099482536316,0.0,0.0,0.22463200730271637,0.1602080010343343,0.11241000145673752,0.06442400626838207,0.036559998989105225,0.015560099482536316,0.24019210678525268,1.0012853605837695,1.1793647566321788,0.0
