strategy,page_locality,row_order,effective_row_order,restore_mode,physical_remap_policy,physical_superblock,scheduler_reuse_metadata_buffers,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,launch_count,grid_threads,event_ms,per_trace_us,page_block_size,num_kv_heads,head_dim,chunk_tokens,value_dim,first_page_unique,first_page_unique_ratio,adjacent_first_page_hit_ratio,first_page_unique_w128_p50,first_page_unique_w128_ratio_p50,adjacent_lcp_mean,scheduler_metrics_ms,scheduler_row_order_key_ms,scheduler_group_build_ms,scheduler_group_h2d_ms,scheduler_setup_ms,restore_event_ms,online_e2e_ms
capacity_class,trace,first-page,first-page,row-indices,first-touch-compact,1,1,8192,66,66,66,66,540672,557056,16384,0.0294117647059,1,142606336,40.1527023315,4.90145292133,1056,2,256,32,32,1280,0.15625,0,128,1,0,0.47460103035,0.136011004448,0.825755000114,8.93117600679,10.3679240346,0,50.5206263661
