strategy,page_locality,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,launch_count,grid_threads,event_ms,per_trace_us,page_block_size,num_kv_heads,head_dim,chunk_tokens,value_dim
capacity_class,trace,7,6,6,6,6,42,56,14,0.25,1,14336,0.0475200004876,6.78857149822,1056,2,256,32,32
