dtype,tasks,dim,num_transforms,mean_neighbors_target,max_neighbors,skew,filter_ratio,transform_active_ratio,early_exit_ratio,pareto_alpha,seed,total_edges,mean_count,p90_count,max_count,chunk_tokens,work_capacity,persistent_blocks,metadata_builder,variant,worklist_builder,order,ticket_batch_size,gpu_kernel_ms,cpu_preprocess_ms,h2d_metadata_ms,gpu_preprocess_ms,gpu_metadata_ms,end_to_end_ms,speedup_vs_static_node,end_to_end_speedup_vs_static_node,max_abs_diff
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,0,690,21.5625,36.80000000000001,77,32,2048,48,gpu,static_chunked,gpu,identity,0,0.018320000420014065,0.0,0.0,0.5307710089255124,0.15015900135040283,0.5490910093455265,1.0,1.0,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,0,690,21.5625,36.80000000000001,77,32,2048,48,gpu,static_chunked_fixed,fixed,identity,0,0.01754666616519292,0.0,0.0,0.2364750107517466,0.15015900135040283,0.2540216769169395,1.0440730021042515,2.161591152415978,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,0,690,21.5625,36.80000000000001,77,32,2048,48,gpu,persistent_chunked,gpu,identity,1,0.027079999446868896,0.0,0.0,0.5307710089255124,0.15015900135040283,0.5578510083723813,0.6765140618247797,0.9842968841224944,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,0,690,21.5625,36.80000000000001,77,32,2048,48,gpu,static_chunked,gpu,bucket,0,0.017159999658664066,0.0,0.0,0.22699699911754578,0.15015900135040283,0.24415699877620986,1.0675991133114222,2.2489259455913198,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,0,690,21.5625,36.80000000000001,77,32,2048,48,gpu,static_chunked_fixed,fixed,bucket,0,0.01752033332983653,0.0,0.0,0.20283000776544213,0.15015900135040283,0.22035034109527865,1.0456422303801567,2.4918999744506936,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,0,690,21.5625,36.80000000000001,77,32,2048,48,gpu,persistent_chunked,gpu,bucket,1,0.026199998954931896,0.0,0.0,0.22699699911754578,0.15015900135040283,0.2531969980724777,0.699236685143665,2.1686315932874884,0.0
