mode,launch_mode,strategy,classes,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,capacity_actual_ratio_p50,capacity_actual_ratio_p90,capacity_actual_ratio_p99,capacity_actual_ratio_max,overflow,launch_count,metadata_setup_ms,event_ms,wall_ms,per_trace_event_us,per_trace_wall_us
paged_kv_full,fused,single_max,528,11932,18,80.0,520.0,528,2093890,6300096,4206206,0.6676415724458802,6.6,20.307692307692307,29.33333333333333,29.333333333333332,0,2,59.01321201235987,161.02491760253906,161.0566513360633,13.495216024349569,13.497875572918481
paged_kv_full_producer,fused,single_max,528,11932,18,80.0,520.0,528,2093890,6300096,4206206,0.6676415724458802,6.6,20.307692307692307,29.33333333333333,29.333333333333332,0,1,59.01321201235987,161.148681640625,160.53890300099738,13.50558847138996,13.454483992708463
paged_kv_full_reduce,fused,single_max,528,11932,18,80.0,520.0,528,2093890,6300096,4206206,0.6676415724458802,6.6,20.307692307692307,29.33333333333333,29.333333333333332,0,1,59.01321201235987,1.2206120491027832,1.291768664183716,0.10229735577462146,0.10826086692790111
paged_kv_full_reduce_ml,fused,single_max,528,11932,18,80.0,520.0,528,2093890,6300096,4206206,0.6676415724458802,6.6,20.307692307692307,29.33333333333333,29.333333333333332,0,1,59.01321201235987,0.15320099890232086,0.18450466450303793,0.012839507115514655,0.015463012445779243
paged_kv_full,fused,capacity_class,28 48 80 144 272 528,11932,18,80.0,520.0,528,2093890,2180452,86562,0.03969910825828773,1.0526315789473684,1.4,1.6,1.6,0,7,59.01321201235987,153.32501220703125,153.42467666293183,12.84990045315381,12.858253156464283
paged_kv_full_producer,fused,capacity_class,28 48 80 144 272 528,11932,18,80.0,520.0,528,2093890,2180452,86562,0.03969910825828773,1.0526315789473684,1.4,1.6,1.6,0,6,59.01321201235987,152.3507537841797,152.62529032770544,12.768249562871244,12.791257989247859
paged_kv_full_reduce,fused,capacity_class,28 48 80 144 272 528,11932,18,80.0,520.0,528,2093890,2180452,86562,0.03969910825828773,1.0526315789473684,1.4,1.6,1.6,0,1,59.01321201235987,1.220852017402649,1.287049662399416,0.10231746709710433,0.10786537566203622
paged_kv_full_reduce_ml,fused,capacity_class,28 48 80 144 272 528,11932,18,80.0,520.0,528,2093890,2180452,86562,0.03969910825828773,1.0526315789473684,1.4,1.6,1.6,0,1,59.01321201235987,0.15248100459575653,0.1833990002827098,0.012779165655024852,0.015370348665999817
paged_kv_full,fused,round64_class,128 576,11932,18,80.0,520.0,528,2093890,4176768,2082878,0.4986817558456682,2.6666666666666665,4.923076923076923,7.111111111111111,7.111111111111111,0,3,59.01321201235987,157.32423400878906,157.41395133469874,13.185068220649436,13.192587272435361
paged_kv_full_producer,fused,round64_class,128 576,11932,18,80.0,520.0,528,2093890,4176768,2082878,0.4986817558456682,2.6666666666666665,4.923076923076923,7.111111111111111,7.111111111111111,0,2,59.01321201235987,155.89791870117188,156.16398299850212,13.06553123543177,13.087829617708861
paged_kv_full_reduce,fused,round64_class,128 576,11932,18,80.0,520.0,528,2093890,4176768,2082878,0.4986817558456682,2.6666666666666665,4.923076923076923,7.111111111111111,7.111111111111111,0,1,59.01321201235987,1.209812045097351,1.2826513266190886,0.10139222637423324,0.10749675885175064
paged_kv_full_reduce_ml,fused,round64_class,128 576,11932,18,80.0,520.0,528,2093890,4176768,2082878,0.4986817558456682,2.6666666666666665,4.923076923076923,7.111111111111111,7.111111111111111,0,1,59.01321201235987,0.1852020025253296,0.27922333295767504,0.015521455122806704,0.02340121798170257
