dtype,tasks,tile_tokens,dim,num_transforms,pattern,seed,lds_fits,policy,best_variant,global_ms,lds_ms,chunk2_ms,chunk4_ms,chunk8_ms,auto_ms,auto_speedup_vs_global,best_speedup_vs_global,auto_vs_best,max_abs_diff_auto
fp16,32,64,32,8,random,0,1,graph_global,global,0.009928099811077118,0.019512200355529787,0.010964199900627136,0.013800099492073059,0.019348199665546417,0.009752099961042404,1.0180473796144212,1.0,1.0180473796144212,0.0
fp16,32,64,32,8,random,1,1,graph_global,global,0.009608100354671478,0.019172200560569765,0.01085209995508194,0.013444200158119202,0.019416199624538423,0.010908100008964538,0.8808225398351052,1.0,0.8808225398351052,0.0
fp16,32,64,32,8,random,2,1,graph_global,global,0.009888099879026413,0.019304199516773222,0.01066410019993782,0.013592100143432618,0.019240200519561768,0.009564100205898285,1.0338766497791725,1.0,1.0338766497791725,0.0
fp16,32,64,32,8,contiguous,0,1,graph_global,global,0.00984010025858879,0.019176200032234192,0.010624100267887116,0.013552099466323853,0.0190761998295784,0.00957610011100769,1.0275686495045757,1.0,1.0275686495045757,0.0
fp16,32,64,32,8,contiguous,1,1,graph_global,global,0.00958010032773018,0.019300200045108795,0.010760100185871124,0.01363620012998581,0.019244199991226195,0.009640099853277207,0.9937760472961668,1.0,0.9937760472961668,0.0
fp16,32,64,32,8,contiguous,2,1,graph_global,global,0.009612099826335907,0.019268199801445007,0.010652100294828415,0.013668100535869598,0.019200199842453004,0.009640099853277207,0.9970954629757511,1.0,0.9970954629757511,0.0
fp16,32,64,32,8,page-cross,0,1,graph_global,global,0.009700100123882293,0.019300200045108795,0.01074810028076172,0.013764199614524842,0.019224199652671813,0.00978809967637062,0.991009536539481,1.0,0.991009536539481,0.0
fp16,32,64,32,8,page-cross,1,1,graph_global,global,0.009864100068807603,0.01920419931411743,0.011024100333452224,0.013580100238323211,0.0194242000579834,0.009780099987983704,1.0085888775091365,1.0,1.0085888775091365,0.0
fp16,32,64,32,8,page-cross,2,1,graph_global,global,0.009676100313663482,0.019400200247764586,0.01085209995508194,0.013760200142860413,0.019328199326992035,0.00978809967637062,0.9885575988792272,1.0,0.9885575988792272,0.0
fp16,32,64,32,8,tail-negative,0,1,graph_global,global,0.009928099811077118,0.019480200111866,0.010832100361585616,0.01376810073852539,0.019320200383663177,0.009708099812269212,1.022661489175242,1.0,1.022661489175242,0.0
fp16,32,64,32,8,tail-negative,1,1,graph_global,global,0.009928099811077118,0.0194242000579834,0.010784099996089935,0.013864199817180633,0.019360199570655823,0.009772100299596787,1.015963764871178,1.0,1.015963764871178,0.0
