strategy,page_locality,row_order,effective_row_order,restore_mode,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,launch_count,grid_threads,event_ms,per_trace_us,page_block_size,num_kv_heads,head_dim,chunk_tokens,value_dim,first_page_unique,first_page_unique_ratio,adjacent_first_page_hit_ratio,first_page_unique_w128_p50,scheduler_metrics_ms,scheduler_row_order_key_ms,scheduler_group_build_ms,scheduler_group_h2d_ms,scheduler_setup_ms,restore_event_ms,online_e2e_ms
capacity_class,trace,auto-first-page,original,explicit-copy,512,66,66,66,66,33792,34816,1024,0.0294117647059,1,8912896,4.08963298798,7.98756442964,1056,2,256,32,32,512,1,0,128,0.0357990264893,0.0139459967613,0.0241569876671,0.0870870351791,0.161469995975,0.0130399996415,4.26414298359
