mode,launch_mode,strategy,classes,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,capacity_actual_ratio_p50,capacity_actual_ratio_p90,capacity_actual_ratio_p99,capacity_actual_ratio_max,overflow,event_ms,wall_ms,per_trace_event_us,per_trace_wall_us
self_cull_iters_0,fused,single_max,1056,11932,48,160.0,1040.0,1056,4260688,12600192,8339504,0.6618553114111277,6.6,16.5,22.0,22.0,0,8.804863929748535,8.859239803859964,0.7379202086614596,0.74247735533523
self_cull_iters_16,fused,single_max,1056,11932,48,160.0,1040.0,1056,4260688,12600192,8339504,0.6618553114111277,6.6,16.5,22.0,22.0,0,11.842220306396484,11.828217597212642,0.992475721287,0.9913021787808115
gather_dot,fused,single_max,1056,11932,48,160.0,1040.0,1056,4260688,12600192,8339504,0.6618553114111277,6.6,16.5,22.0,22.0,0,95.10076904296875,94.07053280156106,7.970228716306466,7.883886423194859
self_cull_iters_0,fused,capacity_class,64 96 160 288 544 1056,11932,48,160.0,1040.0,1056,4260688,4358336,97648,0.022404881128944624,1.0153846153846153,1.2,1.3333333333333333,1.3333333333333333,0,3.143796920776367,3.4134605957660824,0.26347610801008775,0.286076147818143
self_cull_iters_16,fused,capacity_class,64 96 160 288 544 1056,11932,48,160.0,1040.0,1056,4260688,4358336,97648,0.022404881128944624,1.0153846153846153,1.2,1.3333333333333333,1.3333333333333333,0,6.550036907196045,6.7411718016956,0.5489471092185757,0.5649657896157895
gather_dot,fused,capacity_class,64 96 160 288 544 1056,11932,48,160.0,1040.0,1056,4260688,4358336,97648,0.022404881128944624,1.0153846153846153,1.2,1.3333333333333333,1.3333333333333333,0,93.96044158935547,93.32410380011424,7.874659871719365,7.821329517274074
self_cull_iters_0,fused,round64_class,192 1088,11932,48,160.0,1040.0,1056,4260688,7589888,3329200,0.4386362486508365,2.0606060606060606,4.0,4.0,4.0,0,5.40066385269165,5.492234602570534,0.4526201686801584,0.4602945526793944
self_cull_iters_16,fused,round64_class,192 1088,11932,48,160.0,1040.0,1056,4260688,7589888,3329200,0.4386362486508365,2.0606060606060606,4.0,4.0,4.0,0,8.355579376220703,8.417812996776775,0.7002664579467569,0.7054821485733134
gather_dot,fused,round64_class,192 1088,11932,48,160.0,1040.0,1056,4260688,7589888,3329200,0.4386362486508365,2.0606060606060606,4.0,4.0,4.0,0,94.15575408935547,93.29146079835482,7.891028669909107,7.818593764528564
