mode,launch_mode,strategy,row_order,effective_row_order,classes,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,capacity_actual_ratio_p50,capacity_actual_ratio_p90,capacity_actual_ratio_p99,capacity_actual_ratio_max,overflow,launch_count,metadata_setup_ms,row_order_setup_ms,group_setup_ms,first_page_unique,first_page_unique_ratio,adjacent_first_page_hit_ratio,first_page_unique_w128_p50,event_ms,wall_ms,per_trace_event_us,per_trace_wall_us
paged_kv_full,fused,capacity_class,auto-first-page,original,8,256,6,6.0,6.0,6,1536,2048,512,0.25,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0,2,7.74738600011915,0.06905302871018648,0.4728889907710254,256,1.0,0.0,128.0,3.170531988143921,3.234539006371051,12.384890578687191,12.634917993636918
