strategy,page_locality,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,launch_count,grid_threads,event_ms,per_trace_us,page_block_size,num_kv_heads,head_dim,chunk_tokens,value_dim
single_max,trace,114820,6,20,130,132,5075340,15156240,10080900,0.665131985242,1,3879997440,429.490112305,3.74055140485,1056,2,256,32,32
