strategy,page_locality,row_order,effective_row_order,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,launch_count,grid_threads,event_ms,per_trace_us,page_block_size,num_kv_heads,head_dim,chunk_tokens,value_dim,first_page_unique,first_page_unique_ratio,adjacent_first_page_hit_ratio,first_page_unique_w128_p50
capacity_class,trace,auto-first-page,first-page,114820,6,20,130,132,5075340,5190640,115300,0.0222130604319,6,1328803840,337.43347168,2.93880396864,1056,2,256,32,32,7660,0.0667131161818,0,128
