strategy,page_locality,row_order,effective_row_order,restore_mode,scheduler_reuse_metadata_buffers,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,launch_count,grid_threads,event_ms,per_trace_us,page_block_size,num_kv_heads,head_dim,chunk_tokens,value_dim,first_page_unique,first_page_unique_ratio,adjacent_first_page_hit_ratio,first_page_unique_w128_p50,scheduler_metrics_ms,scheduler_row_order_key_ms,scheduler_group_build_ms,scheduler_group_h2d_ms,scheduler_setup_ms,restore_event_ms,online_e2e_ms
capacity_class,trace,auto-first-page,original,explicit-copy,1,512,66,66,66,66,33792,34816,1024,0.0294117647059,1,8912896,4.15143918991,8.10827966779,1056,2,256,32,32,512,1,0,128,0.0347059965134,0.0143769979477,0.0468000173569,0.0837009549141,0.18039804697,0.0133199999109,4.34515723679
