dtype,tasks,tile_tokens,dim,num_transforms,pattern,seed,lds_fits,policy,best_variant,global_ms,lds_ms,chunk2_ms,chunk4_ms,chunk8_ms,auto_ms,auto_speedup_vs_global,best_speedup_vs_global,auto_vs_best,max_abs_diff_auto
fp16,32,64,32,16,contiguous,2,1,graph_lds_chunked(chunk=2),chunk2,0.012320099771022797,0.03162840008735657,0.01206820011138916,0.014312200248241425,0.019796200096607208,0.011996199935674667,1.027000203154743,1.0208730098364802,1.0060019152815531,0.0
fp16,32,64,32,16,page-cross,0,1,graph_lds_chunked(chunk=2),chunk2,0.012280099838972092,0.0313603013753891,0.012216199934482575,0.014028200507164001,0.019936199486255645,0.012616099417209625,0.9733673961240987,1.005230751365582,0.9683024467783167,0.0
fp16,32,64,32,16,page-cross,1,1,graph_lds_chunked(chunk=2),chunk2,0.01236409991979599,0.03156029880046844,0.012032199651002884,0.014316199719905854,0.019856199622154236,0.012064100056886674,1.024867156397469,1.027584338559861,0.9973557575174802,0.0
fp16,32,64,32,16,page-cross,2,1,graph_lds_chunked(chunk=2),chunk2,0.012340100109577179,0.03160040080547333,0.01196020022034645,0.01435219943523407,0.019812199473381042,0.012032199651002884,1.0255897065794308,1.0317636730348754,0.9940161040587094,0.0
fp16,32,64,32,16,tail-negative,0,1,graph_lds_chunked(chunk=2),chunk2,0.012248200178146363,0.03154439926147461,0.012016099691390992,0.014408199489116669,0.019904300570487976,0.01202009990811348,1.0189765702262523,1.0193157923716014,0.9996672060338044,0.0
fp16,32,64,32,16,tail-negative,1,1,graph_lds_chunked(chunk=2),chunk2,0.012236099690198898,0.031588399410247804,0.012036199867725372,0.014312100410461426,0.01982019990682602,0.012060199677944184,1.014585165830745,1.0166082172671087,0.9980099989337072,0.0
fp16,32,64,32,16,tail-negative,2,1,graph_lds_chunked(chunk=2),chunk2,0.012276200205087661,0.031560400128364564,0.012032099813222886,0.014356200397014619,0.01982029974460602,0.012084099650382995,1.0158969687657762,1.0202874307605492,0.9956968381042388,0.0
fp16,32,64,32,32,random,0,1,graph_lds_chunked(chunk=2),chunk2,0.016724200546741487,0.05583260059356689,0.01623619943857193,0.016360199451446532,0.020736199617385865,0.01621219962835312,1.0315812123046488,1.0300563632527342,1.0014803549653335,0.0
fp16,32,64,32,32,random,1,1,graph_lds_chunked(chunk=2),chunk2,0.01673620045185089,0.05640869736671448,0.016308200359344483,0.01642020046710968,0.02083220034837723,0.01620420068502426,1.0328309786559418,1.0262444710682725,1.0064180687675843,0.0
fp16,32,64,32,32,random,2,1,graph_lds_chunked(chunk=2),chunk2,0.016852200031280518,0.056648701429367065,0.016464200615882874,0.01652020066976547,0.02092829942703247,0.01631619930267334,1.0328508323944876,1.0235662468193776,1.0090708203831074,0.0
fp16,32,64,32,32,contiguous,0,1,graph_lds_chunked(chunk=2),chunk4,0.017012199759483336,0.05620070099830628,0.017472200095653534,0.01623619943857193,0.021028199791908266,0.016308200359344483,1.043168429662778,1.0477944560762098,0.9955849867437213,0.0
fp16,32,64,32,32,contiguous,1,1,graph_lds_chunked(chunk=2),chunk2,0.016836200654506684,0.05595269799232483,0.016244199872016907,0.016444200277328493,0.02080029994249344,0.016224199533462526,1.0377214986651206,1.0364438253132793,1.0012327473237204,0.0
fp16,32,64,32,32,contiguous,2,1,graph_lds_chunked(chunk=2),chunk4,0.016760200262069702,0.05557270050048828,0.01623619943857193,0.016172200441360474,0.020788200199604034,0.0162882000207901,1.028978047953558,1.036358677524514,0.9928783058114728,0.0
fp16,32,64,32,32,page-cross,0,1,graph_lds_chunked(chunk=2),chunk2,0.016760200262069702,0.05578870177268982,0.01631219983100891,0.0163442000746727,0.020728300511837005,0.016196200251579286,1.0348229832756866,1.027464133329777,1.0071621477647705,0.0
fp16,32,64,32,32,page-cross,1,1,graph_lds_chunked(chunk=2),chunk4,0.01668419986963272,0.05597259998321533,0.016416199505329132,0.01620820015668869,0.020932300388813017,0.01652819961309433,1.0094384300885864,1.0293678328464866,0.9806391824943762,0.0
fp16,32,64,32,32,page-cross,2,1,graph_lds_chunked(chunk=2),chunk2,0.016972200572490694,0.05634070038795471,0.0162882000207901,0.01649619936943054,0.020756199955940247,0.016408200562000274,1.0343730568357743,1.0419936242695658,0.9926865508038656,0.0
fp16,32,64,32,32,tail-negative,0,1,graph_lds_chunked(chunk=2),chunk2,0.01660420000553131,0.05562869906425476,0.016108199954032898,0.01629219949245453,0.020712199807167053,0.01613620072603226,1.029003065061284,1.0307917739358725,0.9982647233710853,0.0
fp16,32,64,32,32,tail-negative,1,1,graph_lds_chunked(chunk=2),chunk2,0.016668200492858887,0.05586469769477844,0.016196200251579286,0.01632020026445389,0.02066829949617386,0.01631219983100891,1.0218241969530824,1.0291426528412784,0.9928887838163242,0.0
fp16,32,64,32,32,tail-negative,2,1,graph_lds_chunked(chunk=2),chunk2,0.01668419986963272,0.055824702978134154,0.016172200441360474,0.016304199397563935,0.020672300457954408,0.01614820063114166,1.033192505514044,1.0316592309209083,1.0014862219492449,0.0
fp16,32,64,64,8,random,0,1,graph_global,global,0.012660199403762817,0.027780300378799437,0.0140842005610466,0.018744300305843353,0.02760840058326721,0.012404099851846696,1.020646363297212,1.0,1.020646363297212,0.0
fp16,32,64,64,8,random,1,1,graph_global,global,0.012620100378990173,0.02771629989147186,0.014072200655937195,0.018772299587726592,0.028640401363372803,0.012340100109577179,1.0226902753564928,1.0,1.0226902753564928,0.0
