mode,launch_mode,strategy,row_order,effective_row_order,classes,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,capacity_actual_ratio_p50,capacity_actual_ratio_p90,capacity_actual_ratio_p99,capacity_actual_ratio_max,overflow,launch_count,metadata_setup_ms,row_order_setup_ms,group_setup_ms,first_page_unique,first_page_unique_ratio,adjacent_first_page_hit_ratio,first_page_unique_w128_p50,event_ms,wall_ms,per_trace_event_us,per_trace_wall_us
paged_kv_full,fused,capacity_class,auto-first-page,first-page,8 12 20 36 68 132,114820,6,20.0,130.0,132,5075340,5190640,115300,0.02221306043185426,1.0153846153846153,1.2,1.333333333333333,1.3333333333333333,0,7,981.7971750162542,134.27760096965358,68.17727896850556,7660,0.06671311618184986,0.0,128.0,341.33953857421875,342.71547398141894,2.972823014929618,2.984806427289836
