"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
10,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(bool, c10::Half, c10::Half)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(bool, c10::Half, c10::Half)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(bool, c10::Half, c10::Half)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(bool, c10::Half, c10::Half)#1} const&)::{lambda(int, bool)#1}) [clone .kd]",1,0,10,154728,154728,32768,128,0,0,48,0,128,32,"0x0","0x72baafe7d540",30416042579504,30416042604805,30416042615925,30416042617587,11120
11,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,11,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043309988,30416043330939,30416043339739,30416043342209,8800
12,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,12,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043332300,30416043353860,30416043357380,30416043358280,3520
13,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,13,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043346107,30416043370620,30416043374420,30416043376756,3800
14,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,14,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043356828,30416043391380,30416043394620,30416043396704,3240
15,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,15,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043385943,30416043400180,30416043403140,30416043406283,2960
16,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,16,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043393899,30416043408340,30416043414260,30416043416222,5920
17,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,17,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043404058,30416043429820,30416043432820,30416043435739,3000
18,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,18,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043425039,30416043438620,30416043441620,30416043442652,3000
19,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,19,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043432713,30416043446740,30416043452100,30416043453724,5360
20,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,20,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043442622,30416043467500,30416043473300,30416043475155,5800
21,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,23,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043616617,30416043637101,30416043640581,30416043642426,3480
22,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,24,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043628309,30416043646421,30416043649741,30416043651514,3320
23,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,25,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043635934,30416043654861,30416043657741,30416043660271,2880
24,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,26,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043643829,30416043662861,30416043665821,30416043667084,2960
25,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,27,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043657004,30416043670941,30416043685302,30416043687683,14361
26,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,28,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043667525,30416043692382,30416043695742,30416043698805,3360
27,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,29,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043678195,30416043701342,30416043704342,30416043706570,3000
28,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,30,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043684667,30416043709462,30416043712382,30416043713603,2920
29,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,31,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043694336,30416043717502,30416043720382,30416043721929,2880
30,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,32,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043703694,30416043725502,30416043740702,30416043743521,15200
31,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,33,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043713443,30416043747822,30416043750782,30416043753530,2960
32,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,34,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043734072,30416043756582,30416043759542,30416043760543,2960
33,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,35,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043741306,30416043764622,30416043767582,30416043768469,2960
34,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,36,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043750714,30416043772702,30416043787382,30416043790250,14680
35,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,37,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043760112,30416043794622,30416043797742,30416043800240,3120
36,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,38,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043780492,30416043803382,30416043806342,30416043807904,2960
37,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,39,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043787355,30416043811462,30416043814462,30416043815689,3000
38,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,40,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043796893,30416043819582,30416043825582,30416043827181,6000
39,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,41,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043806221,30416043840823,30416043843783,30416043845507,2960
40,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,42,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043833624,30416043849543,30416043852503,30416043853332,2960
41,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,43,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043841178,30416043857583,30416043860543,30416043861968,2960
42,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,44,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043848282,30416043865663,30416043869023,30416043869773,3360
43,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,45,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043857730,30416043874143,30416043879543,30416043881806,5400
44,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,46,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043867409,30416043894383,30416043897383,30416043900162,3000
45,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,47,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043887978,30416043903103,30416043905983,30416043908207,2880
46,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,48,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043895493,30416043911143,30416043914543,30416043917234,3400
47,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,49,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043902797,30416043919663,30416043922583,30416043923356,2920
48,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,50,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043913257,30416043927863,30416043942943,30416043944908,15080
49,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,51,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043923897,30416043950023,30416043952983,30416043955318,2960
50,"(anonymous namespace)::gather_global_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long, long) [clone .kd]",1,0,52,154728,154728,131072,256,0,0,24,0,128,32,"0x0","0x72be1e911840",30416043934127,30416043958783,30416043962143,30416043963082,3360
51,"void at::native::vectorized_elementwise_kernel<4, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(int, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Half)#1}, std::array<char*, 2ul>) [clone .kd]",1,0,55,154728,154728,32768,256,0,0,16,0,128,32,"0x0","0x72baaf072700",30416044059828,30416044080944,30416044085264,30416044085969,4320
52,"void at::native::vectorized_elementwise_kernel<4, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(int, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Half)#1}, std::array<char*, 2ul>) [clone .kd]",1,0,56,154728,154728,32768,256,0,0,16,0,128,32,"0x0","0x72baaf072700",30416044127388,30416044146494,30416044150974,30416044151675,4480
53,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>) [clone .kd]",1,0,57,154728,154728,65536,256,0,0,16,0,128,32,"0x0","0x72baae065700",30416068848632,30416068883715,30416068889115,30416068890903,5400
54,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",1,0,58,154728,154728,65536,256,0,0,16,0,128,32,"0x0","0x72baad8160c0",30416074549366,30416074571410,30416074576690,30416074578973,5280
55,"__amd_rocclr_fillBufferAligned.kd",1,0,59,154728,154728,256,256,0,0,16,0,128,32,"0x0","0x72be40d05740",30416074664097,30416074688791,30416074693751,30416074694636,4960
56,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4>) [clone .kd]",1,0,60,154728,154728,32768,512,2560,0,32,0,128,32,"0x0","0x72baad4186c0",30416082026605,30416082050879,30416082064719,30416082070930,13840
57,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,62,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082181162,30416082207549,30416082220029,30416082221960,12480
58,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,63,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082196892,30416082226030,30416082231870,30416082234344,5840
59,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,64,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082205238,30416082237150,30416082243390,30416082244854,6240
60,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,65,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082212953,30416082248670,30416082254430,30416082256837,5760
61,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,66,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082219345,30416082259710,30416082265510,30416082268179,5800
62,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,67,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082235376,30416082270790,30416082277070,30416082277637,6280
63,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,68,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082263470,30416082282350,30416082288630,30416082289359,6280
64,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,69,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082274932,30416082293910,30416082299750,30416082301924,5840
65,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,70,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082284520,30416082305030,30416082310910,30416082312183,5880
66,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,71,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082293177,30416082316190,30416082322150,30416082323525,5960
67,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,74,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082419099,30416082445011,30416082456051,30416082457192,11040
68,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,75,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082429799,30416082462011,30416082467971,30416082468764,5960
69,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,76,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082436723,30416082473251,30416082479531,30416082480126,6280
70,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,77,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082443696,30416082484811,30416082490651,30416082491608,5840
71,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,78,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082450239,30416082495931,30416082501811,30416082504242,5880
72,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,79,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082456881,30416082507011,30416082512851,30416082514733,5840
73,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,80,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082468925,30416082518131,30416082524371,30416082525032,6240
74,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,81,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082480266,30416082529691,30416082535532,30416082536454,5841
75,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,82,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082510154,30416082540852,30416082546852,30416082550191,6000
76,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,83,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082520804,30416082552132,30416082558252,30416082560591,6120
77,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,84,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082530563,30416082563532,30416082569772,30416082572464,6240
78,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,85,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082539340,30416082575052,30416082580812,30416082582403,5760
79,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,86,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082548027,30416082586092,30416082591972,30416082592592,5880
80,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,87,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082568827,30416082597172,30416082602972,30416082605487,5800
81,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,88,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082579106,30416082608212,30416082614412,30416082615867,6200
82,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,89,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082588945,30416082620012,30416082625852,30416082626477,5840
83,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,90,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082596981,30416082631132,30416082636932,30416082638691,5800
84,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,91,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082605287,30416082642412,30416082648332,30416082650664,5920
85,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,92,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082625135,30416082653612,30416082659932,30416082660603,6320
86,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,93,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082644251,30416082665212,30416082671092,30416082673317,5880
87,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,94,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082653449,30416082676452,30416082682252,30416082683096,5800
88,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,95,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082662016,30416082687533,30416082693493,30416082695991,5960
89,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,96,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082671253,30416082698773,30416082705173,30416082706451,6400
90,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,97,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082680501,30416082710453,30416082716253,30416082717833,5800
91,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,98,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082690009,30416082721693,30416082727613,30416082729916,5920
92,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,99,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082698375,30416082732893,30416082738733,30416082739875,5840
93,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,100,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082706611,30416082744053,30416082750133,30416082752650,6080
94,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,101,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082726399,30416082755413,30416082761453,30416082763701,6040
95,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,102,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082736509,30416082766733,30416082772813,30416082774331,6080
96,"(anonymous namespace)::gather_vgpr_lds_kernel(unsigned int const*, int const*, unsigned int*, long, long, long, long) [clone .kd]",1,0,103,154728,154728,8192,256,16384,0,24,0,128,32,"0x0","0x72be1e911880",30416082745817,30416082778093,30416082784013,30416082786114,5920
97,"void at::native::vectorized_elementwise_kernel<4, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(int, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Half)#1}, std::array<char*, 2ul>) [clone .kd]",1,0,106,154728,154728,32768,256,0,0,16,0,128,32,"0x0","0x72baaf072700",30416082854746,30416082878374,30416082881774,30416082884062,3400
98,"void at::native::vectorized_elementwise_kernel<4, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(int, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Half)#1}, std::array<char*, 2ul>) [clone .kd]",1,0,107,154728,154728,32768,256,0,0,16,0,128,32,"0x0","0x72baaf072700",30416082871258,30416082887574,30416082891974,30416082894112,4400
99,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>) [clone .kd]",1,0,108,154728,154728,65536,256,0,0,16,0,128,32,"0x0","0x72baae065700",30416082894092,30416082925624,30416082929704,30416082931113,4080
100,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",1,0,109,154728,154728,65536,256,0,0,16,0,128,32,"0x0","0x72baad8160c0",30416082930572,30416082952514,30416082956674,30416082957233,4160
101,"__amd_rocclr_fillBufferAligned.kd",1,0,110,154728,154728,256,256,0,0,16,0,128,32,"0x0","0x72be40d05740",30416082957243,30416082977684,30416082981484,30416082982271,3800
