footprint_mb,stride_bytes,segments,refs,loads_per_ref,blocks,threads,bytes_read,event_ms,effective_gib_s,ns_per_load
1024,16777216,64,33554432,4,4096,256,536870912,17.978235,27.811406,0.133948
