strategy,page_locality,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,launch_count,grid_threads,event_ms,per_trace_us,page_block_size,num_kv_heads,head_dim,chunk_tokens,value_dim
capacity_class,random,11932,6,20,130,132,532586,544792,12206,0.0224048811289,6,139466752,56.6017417908,4.74369274143,1056,2,256,32,32
