strategy,page_locality,row_order,effective_row_order,restore_mode,scheduler_reuse_metadata_buffers,traces,actual_min,actual_p50,actual_p90,actual_max,total_actual_blocks,total_capacity_blocks,empty_blocks,empty_block_fraction,launch_count,grid_threads,event_ms,per_trace_us,page_block_size,num_kv_heads,head_dim,chunk_tokens,value_dim,first_page_unique,first_page_unique_ratio,adjacent_first_page_hit_ratio,first_page_unique_w128_p50,first_page_unique_w128_ratio_p50,adjacent_lcp_mean,scheduler_metrics_ms,scheduler_row_order_key_ms,scheduler_group_build_ms,scheduler_group_h2d_ms,scheduler_setup_ms,restore_event_ms,online_e2e_ms
capacity_class,trace,auto-first-page,first-page,row-indices,1,2048,66,66,66,66,135168,139264,4096,0.0294117647059,1,35651584,13.7191047668,6.69878162444,1056,2,256,32,32,1280,0.625,0,128,1,0,0.144999027252,0.0461079478264,0.18859398365,0.343249976635,0.723783969879,0,14.4428887367
