dtype,tasks,dim,num_transforms,mean_neighbors_target,max_neighbors,skew,filter_ratio,transform_active_ratio,early_exit_ratio,pareto_alpha,seed,total_edges,mean_count,p90_count,max_count,chunk_tokens,work_capacity,persistent_blocks,metadata_builder,variant,worklist_builder,order,ticket_batch_size,gpu_kernel_ms,cpu_preprocess_ms,h2d_metadata_ms,gpu_preprocess_ms,gpu_metadata_ms,end_to_end_ms,speedup_vs_static_node,end_to_end_speedup_vs_static_node,max_abs_diff
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,2048,256,gpu,static_chunked_fixed,fixed,bucket,0,0.015775999426841734,0.0,0.0,0.18657799228094518,0.1347989891655743,0.20235399170778692,0.9883430712903843,1.2006637170330299,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,2048,256,gpu,persistent_chunked,gpu,bucket,1,0.0220441997051239,0.0,0.0,0.21081497834529728,0.1347989891655743,0.23285917805042117,0.7073107635917448,1.0433735009909475,0.0
fp16,32,64,8,32,256,0.8,0.6,0.5,0.5,1.3,2,959,29.96875,56.80000000000001,211,32,2048,256,gpu,persistent_chunked,gpu,bucket,4,0.02804810106754303,0.0,0.0,0.21081497834529728,0.1347989891655743,0.2388630794128403,0.5559057167061879,1.0171479679386644,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,48,gpu,static_chunked,gpu,identity,0,0.015668100118637084,0.0,0.0,0.21236800239421427,0.13295499957166612,0.22803610251285136,1.0,1.0,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,48,gpu,static_chunked_fixed,fixed,identity,0,0.0154680997133255,0.0,0.0,0.19516500469762832,0.13295499957166612,0.21063310441095381,1.0129298626863186,1.0826223311409948,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,48,gpu,persistent_chunked,gpu,identity,1,0.024684099853038786,0.0,0.0,0.21236800239421427,0.13295499957166612,0.23705210224725307,0.6347446417702054,0.961966168412218,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,48,gpu,persistent_chunked,gpu,identity,4,0.026296201348304748,0.0,0.0,0.21236800239421427,0.13295499957166612,0.238664203742519,0.5958313108082117,0.9554683900517662,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,48,gpu,static_chunked,gpu,bucket,0,0.01525609940290451,0.0,0.0,0.20678700821008533,0.13295499957166612,0.22204310761298984,1.0270056391776088,1.0269902316009152,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,48,gpu,static_chunked_fixed,fixed,bucket,0,0.015372100472450256,0.0,0.0,0.1827509986469522,0.13295499957166612,0.19812309911940246,1.0192556408746687,1.150981907341462,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,48,gpu,persistent_chunked,gpu,bucket,1,0.024124099314212798,0.0,0.0,0.20678700821008533,0.13295499957166612,0.23091110752429814,0.6494791749346749,0.987549299631919,0.0
