footprint_mb,stride_bytes,segments,refs,loads_per_ref,blocks,threads,bytes_read,event_ms,effective_gib_s,ns_per_load
1024,4096,262144,33554432,4,4096,256,536870912,18.708811,26.725376,0.139392
